,id,name,nationality,city,mobile_number,alternate_mobile_number,primary_email_id,alternate_email_id,birthday,tagline,hastags,about,gpa,company name,industry,locality,country,language,industry_knowledge,tools_and_technologies
175,175,Zahraaa el-Yousef,India,Hospet,7702672210,9107174360,003nc2bsdg@gmail.com,dbcazqkyz8@outlook.com,09-06-2016,sVygnRsLPsMneldRHLSXyprty,#xkynZtU,FgUzloldbnPuYnnOaMCbTDugMYeYMKLNWqJWYeGMCWCqTctadniHKRrTMgRssHwSLNHjmVTNIoUSnHOrBbBIxtahaMAgWSjRAZqQsLrDonPFOorHCOtJJuSBnRhFUuIpXrZTryBcDBDyjqptOIbOpuLrRQbtvywkJGbINAPEUYSHzLKXJpZoqQdfsFnyaiSXxTMiUMhyYFRohWYlhprpHkvVKRdiGRpjVgsgNfjHjDQsWaKafWZPnYohPG,1.97,metlife,insurance,"new york, new york, united states",united states,Persian,Supervisory control and data acquisition SCADA software,Industrial control software
176,176,Surya Ky,China,Tangshan,9774227597,7197498748,ddxwe131r5@gmail.com,udh5wwsdv3@outlook.com,05-03-2001,KbgxWUeOZjLAzlMacGuGzbpBT,#JBJWBIJ,jpeDBFzZsnDEWxyTgySHMvpGUKnTWiKWrNgZzOMEaGJRmUDvmGjuiorDyJTFaLNHHsKfnuusSdcxLdBbXRRYEhwnNqXGWOtcHiVfyAvRYclSFMqTsLrInqfungLbtLcKNfErQiKWlVYMpPyuUgrabgARAOWQxItwkbpzhaKJNDKpkCwybdrOONlDveJEfVBlALizlbNxFvKmrwKaFUgZNZxsSEIinYGZqucQBnkvwaVsvolOMsXuJAJuBk,3.66,total,oil & energy,"san diego, california, united states",united states,Indonesian,Symantec,Transaction security and virus protection software
177,177,George Mann,Russian Federation,Moscow,7038932809,6841311166,rgfon8yj25@gmail.com,7v8cvu3uml@outlook.com,22-11-2009,PNVYLPCQUksqfAsYssKIaGpjV,#ofYnuLY,FtRpgeUmKMaNTJKSBvcuOHaMPLqEfxPzddakrMtaduFgRSSFQVXITZvOozZotnbTPdtrjhOfxEuXlatVnIoXgEFoRddPVDTJIZYoQIavWXaKGxMcKehqtlnmyagagqhBompGiHEhlNdkdYKEsqCXlevovbbfqDzvsnBrFGcgIlfEJgHzYzBGfiqvsCCklsnDJodZOCAuYLQmXOkyTWLEzvCwRUjcnqfAScIHetjhrtoJJmXnDYaOiYakTT,3.51,ikea group,retail,"malmö, skåne, sweden",sweden,Dutch,Tableau,Business intelligence and data analysis software
178,178,Latino Calderon,Mexico,Hermosillo,8605944246,7218626596,c4cn16d8q1@gmail.com,zf2h7szfvb@outlook.com,07-07-1980,xhYtISEfqMHTyAfuiZCNyKOJq,#GAoOfWE,RnfPpKtGoJIWCVIcxumNtZjeZzyrXwsBnJPxlGjTdJMVufcMbwnYycLoxDIBQYVHzCzWeQrEvMPJeUpMiBYSqdGYywyxUmidNLDcIdnDiGPZxyZCHqdfuzrTfmrvyUiPShvHffDbUimebpwycwqATHVcadgLehbuIshLgYglnxsFMOSHgycHKetaMHjzlTvMrpnGpqoPoZPnHqKarFLIJRmXpoSeDGgrAydqalxOvKARjciOhjuOCepCKS,3.07,cargill,food production,"wayzata, minnesota, united states",united states,Estonian,Tax software,Accounting software
179,179,Baylen Cloutier,United States of America,Phoenix,7948945773,6899923879,3zyeykzswh@gmail.com,o6pimjx9b8@outlook.com,10-08-1964,KTkLgaWkQLKETRVAPOSCcnlRa,#JHOgQsv,hjTeleMbkQbwUgvmFxFcyqDTgcOGyJbSlsgRAcoKFIvaBDRURJGisJrEDSffdEkAEfBOfdVeMYFFERjKOEYluMeWjwSRFClJxQNukIpqwpFywmQXbedDXPFIKqqIMJTGHwDMsrSvHFdigLgGNVhHQmtlDvJRpKyJlhlNIwwdofwcclLHKZNnvmXfnFEiUpXmLeiiWREIRRqmFrLbCvjDZGTMxhbbQBlIcjryKEaBYZGPzXdozbMkkCtRFc,3.2,bae systems,defense & space,"london, greater london, united kingdom",united kingdom,Turkish,Teradata Database,Data base management system software
180,180,Nicole Torres-Valadez,Brazil,Rio de Janeiro,9989515445,8037542190,7ua4gt9fu5@gmail.com,7u6omxc9tx@outlook.com,26-12-1964,GCnbeVbcMXGRqmfZYEajCewQm,#OGznQXt,OmWdatSRpDtLYSrYCRmepFuGahDTZeqNAodPglJKLbjeALYMlWtmzefpQDJSFCHCnFGuCVWDrZxmHSoIrhSzvvNcydEezNiQDWAHNvfrOYqsnOUjRyJoDZkIQOKVbzYCxftiCUnQGfhUpFelapBdATFnmKJgxClAVDJtJrDsOXymHaekeaPPWmAxCoyCwmOGLZAljeVbGkmybEQrBTDhBzesioEXtmLotkiUtBIXsZiDOzzUHnDODmjiGx,2.58,united airlines,airlines/aviation,"chicago, illinois, united states",united states,Portugese,The MathWorks MATLAB,Analytical or scientific software
181,181,Addie Villavicencio,United States of America,San Jose,7242428122,9015970366,lopg7lozsq@gmail.com,syn5yqpz74@outlook.com,28-08-1982,GyHPYeIAZTwosdBwoNAwQeMGx,#OLQbfpZ,keUVVdRmBSrwrEePRthEWjPEGceaosSHuDOoggWVjcZelmCNDueWSxZofjHYghWTHHgkHuAhfhhSIqjDrHGfVfZyzPbwdHyTTJCdpuvmbelxEfPQVdOAuKaEniGcpmcnFeYYSrHvkSIrFpoaRcGCTTNamitaDsvTAPcLgOLdMPSYhZjDmgvGkLbmaPgNJpHbjuRDopIuofuYHsFQCOSvmRSQBMNmWWDeRBwqjjbCijPLjVIagHLvWjPrKA,1.93,lavoratore indipendente,medical practice,,,Estonian,Vanguard Software Vanguard Sales Manager,Customer relationship management CRM software
182,182,Billy Jack Bestle,United States of America,Baltimore,9437874368,7177134544,wxn99b3bnm@gmail.com,wuw4hj92dn@outlook.com,01-04-1975,lpGPvkskPuIMiMuQWzhpYRYbn,#iooGxxt,lNsXQZiLhHymhNIPVVRREZVVhCqOKfHnBFjTAFveBfRdNricnbCVoOqoCNEHWcbTHRFtCPdqKcaVhHaWNHqIzYKcQYiWpaNoKlxnnhWOkWExDEeYsUsUQkuGPbMfFFiOSEgFgBsMxNWRtgEwSWNExvZRIhjBXDffehZAdHABfBbAGdVRKzEBXbNgOUflAzexAfjwdDnyBvKhifbIYHINAQakFedIpIxgwbqmsrMIEupPkPbVurpkLGMRmk,3.51,mary kay inc.,cosmetics,"addison, texas, united states",united states,Arabic,Veritas NetBackup,Backup or archival software
183,183,Isabella Martinez,Colombia,Bogotá,7186514408,8953076923,4ksyn8hz2s@gmail.com,ad9i36kcg2@outlook.com,03-06-2017,XNpmskchflOWJfQTDPUiGiGos,#hYtoxob,gzdoGMgHIrydHMjhAszvZlAzuQAnNTChmZKSUVbTXfKPjuvKLHVcKBCgCaysLmaTnqNVuLynLqnsoXbWjKSqSeSBKAsJpLesJTjmRKolEEFifgBLhlxePeyTLPobDVOmTzqyYnLkMazQlccyxkVHqzaQzqdVQHWFohIVgzFgbduQGwfMyBZtbUvDNDrNiHgYwGMqRbqdcepSzBzxVAoDpfbhkktTZhGjjupBIzLAjMUbQhJbhsNAMTzfJO,2.75,liberty mutual insurance,insurance,"boston, massachusetts, united states",united states,Turkish,vtiger CRM,Customer relationship management CRM software
184,184,Kimberly Thielke,United States of America,Los Angeles,9224166387,7850374147,k1gmmi9wsx@gmail.com,x5tb58swhr@outlook.com,16-04-2001,wspGTrfEccBZjsEqYPbaeVeJF,#ekQMhuG,nPjdsMUxDXLnCtFhDxvQuRChDXXTrHZwASiEFFFbradGQLVmdvGETbfZFsCZtijBBeIjHhTWSkLCDfbrQMvEfAANZlYksNAFyHqtfzqUsOuPaJTyvDWaYsrgPfAFsPNmZkgZtStpoonVPTEPpbpFaPUmBFYFLNpzfcjmSPtCmVIpMLWZFmqpHTBRFZqgIDJYPfIIhExXgvgHUHkLVSVPFzgMLFGySXBeHkVDjemDbLWzZXWPlrEkSEOGOn,3.06,comcast,media production,"philadelphia, pennsylvania, united states",united states,French,Yardi,Data base user interface and query software
185,185,Adrian Miguel-Gomez,Colombia,Medellín,9192551381,7713660289,mu0wwkfsna@gmail.com,4kkl5qmbik@outlook.com,28-12-1969,ImdtcTHDcTfQePCwbaBKhSqwB,#UvMhjEk,UfRlSKCrwqyLjPUWLXFnghAhHbkFVRspBRYWQRqsSdGVjkFOrJrFTFnMLzCSlYZItChifWCXumxciAMLyCVoHutNKvIlbYfluYPBRRbpUpIBnVZLLldIODEGmVHshEDQUSNDNWwvAXJNTLpvxJXHRrhnPauwXbONoVCbmhrXLHIIOuSuNKMjCPHqqlKjgvzddwMdgvxDbMduvHdlaIGKRqhPInKqPgtZdSdEbyZehCNQVxgAkRIBoBhYZZ,2.91,caterpillar inc.,machinery,"peoria heights, illinois, united states",united states,Pushto,YouTube,Video creation and editing software
186,186,Kayla Sales,United States of America,Quincy,9800045121,8736580653,v03tbtzt5h@gmail.com,uoadoin02b@outlook.com,20-10-1990,QIKyclTlJBMJoQnARLZMROSmU,#nydeznh,bOXsYPxTQyavaZQApREkYoiZccMMNpYSUXsphyirNqzVXogitbstsAYEGrFutmCUNcwgCoHALuAfuoxzIWPWkEjxuCaVHkLHQDBnMwkotJwgDYebNTkkALAupmWivSvrsiLGZemOumiOUsBgLwQvQbDiwsreiBfuOODPMOJdGqWZOJdPXhFSmzBIzVSYKzQWZdrFzNJJXXrdxOiCJnixZmAMgwjshZFTXzxvgAcCKGJDUGKZzsxIWmjWLy,2.56,jacobs,construction,"pasadena, california, united states",united states,Urdu,Adobe Systems Adobe Acrobat,Document management software
187,187,Haafiza al-Attar,Morocco,Rabat,7285462628,8476910906,6xbk8zlm6d@gmail.com,8fyrpilec2@outlook.com,25-06-1976,uzzvrdVODBGCkIONmIrSxAJaW,#MSADbnl,zMwsZZcCSRmCGMfZNkjxKFPScJHRjzKBrePWqSGfmcJfvRfVhhqOzKcZjiXMpYqCHzMmlyYbTgFBTBLpgodRAbiVukTehtfgDsSYMLGXlUHmzzhstajRRBJCnNnIvmmieJVcBBJgrVUiKavNSdesftOxUozFoAUvAPAdAvyYyKfdWAAfqpKcnKGIFxQqTTvkdpGRNvghxtYXXANXdbpiwLUugxPWaampXaUIyfgsowkobCvdeNQvOCoZyT,2.6,bny mellon,financial services,"new york, new york, united states",united states,Thai,Adobe Systems Adobe FrameMaker,Desktop publishing software
188,188,Juanita Medina,Mexico,Mexico,7582770011,7780618261,vqtl9itetb@gmail.com,6x4gx3zhry@outlook.com,18-03-1999,ayPCgzIRyEzWEtPWKKyeCVMCL,#XXQwmTE,EQgicOFFYWDiJmcdziajIjhgOCLJZkkCKadFwuiGMPssgiFyiKBaEzFQCjPdcYLoTZUyTTjQZBHdWaolnZoOJXYGMCuzttYWTvhtiVJuPMhcEAsFNvKMJSRkeTEZpcqnZwCgveROBSHbqVQLmuhgOiZoouayFTIbPVeBvKmndxKJmgJysgeHxnfwlXvqNuECmWeyFvFlAIvPVqzpSsamcBdJWAINleVWIhilKlZfENKXMUTFbDWDfVFlBJ,2.41,raytheon,defense & space,"waltham, massachusetts, united states",united states,Romanian,Antenna House,Desktop publishing software
189,189,Emma Kim,China,Hengshui,7302069413,8150677898,vz1s9cg3mr@gmail.com,ewjt0e3rhb@outlook.com,22-05-2019,XrWtsOOisRwPFRlhRLEzlJYDj,#JVAqxZK,GOqdwnKZUiMOVvdvyTwPkOMDgdBQsrNDiqnAYSqENZqJjWupAcvOFnAfSCqzwEHDvfhsDIWxPixuiPKEuwVGsmqpdKRxWKBJpagyydwfdOeEjrqatvvzwfbKYdowBZXRpbhbgIuSNVshgGUGYLDtydCSdLRIsaHJFMfUylYaFIrSqKSUEkOvMzTJmudmkDRMpThaxSPyTyZRpgBGBpZaMLeChxKeCApCQNzLqSvcVaCLRtdZlpSbvJlbJx,2.5,société générale,banking,"paris, île-de-france, france",france,Russian,Apple iWork Keynote,Presentation software
190,190,Mckayla Dopler,Netherlands,Kerkrade,8782815584,7368305212,wf7523o9n0@gmail.com,3on3g3eu34@outlook.com,14-01-1984,nCBDgNyaVhSpFWDWNpRXHcEzu,#sldHBfl,XIqBwEjcPEBIpeiSERmjqVPRPuelCfOLDUixkRtSfNOiDjyxQUonEtodqMXawKFZTcAdQsvUTkPaTtqBsjbmcwpoNfKpQOIeZuqjXNTWIEIeangbaFmLXmxxmDBBOUCrRmuuLZnpVYYvYdOXKPjcLxvTgGnAPfFKWpSzcOwJygcBPGEEVsVrpYOSyiFcLpcBYvDHfoulVbWPEOgdEdnBBxJHkvFTTlhpZUyHuBAySusTQSMxtJiBzXNKjd,2.95,eli lilly and company,pharmaceuticals,"indianapolis, indiana, united states",united states,French,Apple Numbers for Mac,Spreadsheet software
191,191,Jonathan Nevarez,Mexico,Mexico,7999316248,9482795926,2715876xk5@gmail.com,txztbj6a8s@outlook.com,09-12-1968,bNoYXLdisjWOnElSlYvACQavD,#gMDRccE,yfevKcJRxMdPmiWiJKjoBSlHmxEMYgxAYoNzESmwHYXkXkMbSuceudxLYokbhYQobqxnowYkpkzDBERwIlCaDivnFzflzAEQjWINSiWdrULuVfNRkJkuDOpvwlNtrhBtprDEgubwiXtZktApKLHJxbDdtMoEoDxjdgNQdcOPnGeMTRqLwWsYHiFLyDypHCDrZtaSveoaIPamRTpPcFhLSwuXatFipEuvtdcncqjQsRNHrnMeiPHEwqSnAi,2.74,hp,information technology and services,"palo alto, california, united states",united states,Spanish,Apple Pages for Mac,Word processing software
192,192,Roger Redfern,United States of America,Los Angeles,7820264453,7519675468,8tx895pmvx@gmail.com,7t7151w8eo@outlook.com,21-06-1975,xlUJijAzNILmWhyUGvSdFDzfo,#rZUXtXU,MODsJmUXMJwKUjaxeRoLBbCPvmuWhjVhWzkCIGhShQLdAiDQeMgmCbbbIjiLAVxJEfTgtaRDmAWbDKrGApaMeNTElDKQvbMOtlSJNnyKFneiplBhjdmTLGGcYJDWqKBDhkWqDUNdSpqEmxKgouMruSiTEiibBlbjRaWYuysJmpNDPwxsJQhUCxqrpXjZlTqamVfkxDugyLNEgessPVjZoYZhEoaRIzJForAJIwFioxPAIaGKeijHjiAaGD,2.83,eskom,utilities,,,Portugese,Cisco AnyConnect,Access software
193,193,Hannah Critchfield,United States of America,New York,8227719786,8218881659,g6rpcyndpx@gmail.com,ysuptgw9tl@outlook.com,03-06-1973,AZHyPcvwSmaRLszbXJHukkwce,#gqrPAWY,jDYtplxUmnlzhWwtyeDHsINjAhaDAVQQcSfkTQdZumkiwIzakWuzejeZnaHavNUJDSDhPigQhUWXPRtzGdlVeTIItYeWWyqVfgrXTDACqaYJWXMAHjOKdMmnqnKzZMaqzIzvkrsuNOaLJozrJhFybJuOQzENSQznWSTMHcDelUuwuFlSQNUJBizDBhgKgdvQdFpbeseqUNqKGuKYekKyxpqXVRPKnbtbMkCFmOPMzrftDbgRrCePpLJuqv,3.2,school,textiles,,,Persian,Cisco Systems WebEx,Video conferencing software
194,194,Chue Fue Richter,China,Qiqihar,8286760942,7525027728,fb8y0y3pk6@gmail.com,h79oc4at7s@outlook.com,21-05-1998,rokIWzeekXMQqOguOVumScwaU,#flcdCAt,dewvJVZLHGeiUxwUyccvFUFanxksYHtvpKzLSRwRrCcDKtUFZESclNoYRLKFZqiFtvCNdvRVZsUQlgWYGTmJlueMGEZQxXvUkbrecQJcQVPqGrYauGZNbdbJHCSKQJAtsvsjRYkXENuozLmOMLNYXTCKiqulVrgqMAPzEtGzprgUyJCtZVhKSQSSxtHMWuvDtLPFdYamDglmwaXBwrvtyLbcykwiaWoGiImePcvCbpdsMZvdISUnUWfWuK,3.63,uber,internet,"san francisco, california, united states",united states,Persian,Citrix GoToMeeting,Video conferencing software
195,195,Joshua Mesan,United States of America,San Jose,6750720989,9319909949,s7wdk1i8q1@gmail.com,0fypxaod0o@outlook.com,09-12-1980,txzTmKYwAQEMZhbTmVsoxchOE,#eZFKvYe,bLAIvCLqlTLSZMoaAUEpklMIGacozstrdiEIucvoRJCSQSSLrQVHVBWvDWkXZlOtgcoBMRqocyNVpbJbdkQqVvgzadraoWgSukVFbBeEKRWTDoWJzVWAdcpxtyvtUkkbJBsGjNzFfSgvBuShMPfGpmOFYJAtOfVjpaSjHQPjXsnetyeuvBYaMsiOjIvoJdVpebgtrEwuqcveZIJjBnLeUEZmUlqRmqXhjncdFxVZasbkUmNxRPABRoycoQ,2.46,lloyds banking group,financial services,"london, greater london, united kingdom",united kingdom,Spanish,Corel WordPerfect Office Suite,Office suite software
196,196,Dylan Bell,United States of America,Tucson,7154562160,7595586073,byeis17qlk@gmail.com,n20aawcsxj@outlook.com,06-03-1995,hvsrNVyilAnvllGRtCEUUwUTz,#vDHgDTV,GuclhWSxpxSjgxOCVVhSHQFAEXIvQEpThsauPZfwcRmwAfQqiiCqgJLbmMoIADDnQumMNsLzVQRaTPuZwZzbIXwIylGnjeetuzqnOGpyMWSZkSIPPtbZuvNOZywlgCdqmCNkPGGfwnRKvgqgKgIJLWKpAErHmKHOvBVwYWwSZilhitzXOdcfhQouHQbfGYiSRkbJwCJqHQsWkgnWiHUTJowUnnIKnbyMJhZQsyuSegWjiPcuHOZfPVflpu,3,kroger,retail,"cincinnati, ohio, united states",united states,Romanian,GoodReader,Word processing software
197,197,Troy White,United States of America,New York,7381939296,8220988520,zgtf4snefg@gmail.com,esxyw3wf4f@outlook.com,03-04-1997,rVPJYclBgHlrTSzBjoitjPIjm,#ODgnCNJ,skGTOoTXWPithHZjyZyIyMocQdBoRnKljWHIyISqAjhTotbCfOFYrYsGzxPTodWoNjySjDXraCZmUXceFKxjykcHAeqMHxWkqNzWwqvTAOGyejasXddAVgLMVUjNKIyxLERwiTweVoDMPwRwFxHteJqHjGlXvsLCJzCBRxuWefUWQzKlWkpwLpAXPnWdlHmXSpyzqGPmcwnRrTQzbTkanqhNcBjIfmtEAukoulUnpIOpGQgOBOFydzkGnY,3.52,thermo fisher scientific,research,"waltham, massachusetts, united states",united states,Japanese,iAnnotate,Word processing software
198,198,Sabaaha al-Latif,India,Bangalore,7869338640,8174077648,othzu2kl8g@gmail.com,bh7yspa7j0@outlook.com,24-10-1997,RNdCGFGkasxvodgPbWMLkexEK,#UqMBITd,VHeDdZyoOSlLTmJNGIUfFZRGKqOXqPsbaNRbgQnAFYpTnoIVTTryjWmSwArHOMpWPmHYhQbgyDPtXkzusDVoSbQubXKftTPbXgXbGdODoDZMhvXPDdFFYqblsPUkYrqFGtntlknMqvwZWojLKBIehiYdWkSnZjTQKWpirMywFKEQTuxOuMZobULmxbnIxwRxoIwMLRZUmuvgzSQPNaRjZepkZOmTfTRcqjUsyRXuVAHkKuPQNsEnJnRnSI,3.11,renault,automotive,,,Thai,IBM Domino,Communications server software
199,199,Grant Walden,United States of America,San Diego,7067789062,9091641144,rjkf84lvma@gmail.com,ty40jmi56d@outlook.com,01-03-1966,GPvQVpetwGekOLChbEBTNaxhd,#NcBHdHI,HpLeQFqcuPPFVhFlXQARoQCbEvzEIGYfjgnmplLSWOyPxooqakmYPPVfWCmHOQsowRsIQuWwMzrERyWlzeRczTIOdtSeSIleFHqmWMjwpnNgPyyeJTkfWWkMTOpGNVgcanFANuYFMmbIWTbdLJlDpvhVAcMMJAzFvfDhPiFofYjYsDppYgrXmxdsFRDTtkJHejhLnEsdSaRnpzQtEtZsjqYBtJBscQneFXLwzGPQdophRaGNvFsafwzVMF,2.76,nhs trust,hospital & health care,,,Turkish,Legislative Automative Workflow System LAWS,Data base user interface and query software
200,200,Kitty Nguyen,Japan,Tokyo,6963826533,6799526835,qptokspw81@gmail.com,s33w3rcl0c@outlook.com,28-05-1994,fJaldFmzIWvuxeXxsChbAIgVg,#ftuzvde,OulTDxborbVYGtfxwCplpHvgJLxKUQhdcvKPDeMJRHBdHJPkLdMxHfzdrWZfoGsEUFuLoGGVqsWHFjVphVEYHmFLPxuLCumxWuNYVukjFgXvEkCWWTJtOchTswvNQXHwXRjkCcYtTOWOVWHxAEZwrTFolzihmwakTGobXMybCzXudYeiGxEVNLkChAeVmClEQfYnGLiFWdRQpRrjCuTULkQobTazTIXaeRPovyuirKASRljRdXRmfkxulh,3.37,willis towers watson,financial services,"london, england, united kingdom",united kingdom,Turkish,Mapping software,Map creation software
201,201,Tyler Kibel,United States of America,Santa Ana,7091061774,7515460151,bzf55d2avi@gmail.com,hbovyf73ij@outlook.com,17-09-1973,zWOGgGsZNaxEWmkFvFOAcDivu,#jPnmMRC,QioDZgVeQDsoagSykeMgMHIqARQmeaBnvCrJDtCxkZOIfWpwPJOVUSZYgyIPRENGBtCzjJjSMSEnGCKGxJeLfXiuOYUFTnWvfdPNkPHpwwFuSjwsHHsahlEWrpbWzxvfzYbnqoUpybkqnOniUKuiOEicLgWDsLfSQTwYMRVNFAdFXxMNgiugSYFvLKbtqXIvOShuZdMzRqGGLSgclbXVZIelIiBvdpupDSElnrOHPHyLwcUGCtdkujLTGH,2.56,hospital universitario josep trueta,"health, wellness and fitness",,,Russian,Meeting scheduling software,Calendar and scheduling software
202,202,Kyler Overboe,United States of America,Chicago,8580647302,7104927762,mel7h4fad7@gmail.com,wx54pkr323@outlook.com,14-02-1969,gDATrQABuYMVspmTVrSylGqgS,#rWWbxWH,ySEyYPoAtiRbwGjkDUfHjKgcBuooUvsTTBEnYeqOrlqPhmHjQDqIFVeRtVLyFmoVzcbkRVWGnNUjHMFFrDSLsHLONrUFyKOtoFtlWupsFfMlDmDmqjStJyytMitClrpNzUxesdwheLYAelKgnFvGAyMCKoVQEHLtFblrBXhaiGpdKYIdMsntiKLzXVYMVRmhQFrKsJjwdqmgugFdGiBKplRjNYpZLKsIoReBdRBjloWOqUyTnsrUrrtNYv,2.38,aig,insurance,"new york, new york, united states",united states,Swedish,Microsoft Access,Data base user interface and query software
203,203,Alexander Lizama,Brazil,Belo Horizonte,9484776984,7315317359,8a7hb9bgec@gmail.com,911brsxn2j@outlook.com,12-12-1978,tAYCXBLeVjHoVKkDbEaISBZUH,#HCktvxc,lOmIaWYhQQWQVrWJrwJnxNgGlxUhjISDhoRzZwSiGvvCLapzErvMWmoNcSVChtZrWocEPJutHUMpLqUQIdNgPvHgYfiKGQnEwDEdHQzsqLlmubhsxFJdZxBGrobOqnLVDgFPwyZPoHztCvrWRqyuupHueOyKtNbDAiDAMKezQZweAEFkkPGwvRufawbRoecXWByrioVXJdqlvWfGphxWqvIGNjoFhdZDjIWqYeiwmuiscwpWIkzKEQmXcm,3.69,state bank of india,banking,"bombay, maharashtra, india",india,Swedish,Microsoft Excel,Spreadsheet software
204,204,Aaron Knott,United States of America,Santa Ana,8555165442,7359795235,7lvrgv3i28@gmail.com,nqnls0yha8@outlook.com,19-01-1984,iqvvHHbjqbariKMssaKVUizUV,#aBPmmUJ,HFRUoqnkgxNGffyzVEnLPVxWEPsFZOWDmaeDBAAUKkqrkbtqGhzCfbrxDDXmOjiYgLQnjuqytnUQohYoTzaPpphRTZdrGTkvBfqYHogSgAmwiEAhSLDGuPeUHoFGFiXadWECbCoIRhVKUIkTaQtKuiOBfUewKbVoEcKmoYbfgLMAPaqQzTjFfonnpgFnMgfvEoXhwNjhSAbUWuaXqbMpPPGMraAuhDqBfiuMacNWLezZnwxCladjasMJJd,2.1,fedex express,package/freight delivery,,,Portugese,Microsoft Exchange Server,Electronic mail software
205,205,Jessica Greenberg,United States of America,Joplin,9570782472,9598633158,czrxt32kyg@gmail.com,f2u7dlc4c4@outlook.com,12-06-2013,xDTSiUUxaxyOncuPFXSmKiJgT,#dZrYgVy,gxEygNPhjwosdcuACxxhHHIBOdwIxdfrLzAJvtiBPPVHTjTqMhYLcaiYwrCRfaUZPTCycJVqtMyeMJlyJYXWBgUTfKhcbLpGuXallmshgHKoxVzJaFSbIrjSLIlCaWBScvTKwUvFbDJihvFlGXtHqqrzjrBepNImhoCcBNbpeosLdiLeFbrGGGvkAbPiVBGBSZVMHGtTukaZQwGOBzEHcmyDvXLQTqXRWFrSkLhUvvtodQIBQnTJTuXqAF,3.12,novo nordisk,pharmaceuticals,"plainsboro, new jersey, united states",united states,Dutch,Microsoft Office,Office suite software
206,206,Lexi Hatton,United States of America,Los Angeles,9571599102,7825497886,6jck01k94l@gmail.com,s1cosejuwv@outlook.com,22-06-1974,LnWdtWyIXdWYXCVycfNafdWjZ,#DKAYmSL,sfwXzCHWlsbZWEMQsFoGibIMZyXqGrleLNtMJHMuBVeQriBvmacpoyhIbpAqmxLlmEUYpVTjSSTbIuOveHvldZddOvGAxiOvNmogqTrJILrpjPsWYCLJbkQvvjGYhGerkPqkAKlFJCCDacYSKCiiEtgEIpDmFNkwIWEGIvhpSzKwhDeZzydbXYOAANfvrghDFdecyGggVUFQPzttigHzPFMQdVagbYPAdpyGohPeMatWzGnaFcKxrkEyrf,2.24,mynet,internet,"maslak, istanbul, turkey",turkey,Indonesian,Microsoft Outlook,Electronic mail software
207,207,Jesse Hodapp,United States of America,Danville,7454821195,8418183853,c00jr948ot@gmail.com,ckk6r1ulm8@outlook.com,19-12-2010,nSpXEGzOEbYKfdzAJMJtQxIAY,#UNCQCrr,QdgezAqvhzFEbcJiWZUJIZNQrdiluhJnSWvsZpScTNktQHuzfWKFnUFGxmbilaDwcRXCnVwsokUaCAHUZiSWsWngEWhQXTmoSizonFCviIDDuklbuHZsnexkykxMhiKUtoWKeNFVFMrEHsvtmPpnCSeiPOLqVnZCcgerVuYIiPWKwrwXITGUvUBYsTCZjSwccmhLGuvMKMmGwIbghZOGslEfOIWTTQlhZdztiVaBXsKmHhkTQgZInUeFhr,2.23,vale,mining & metals,"rio de janeiro, rio de janeiro, brazil",brazil,Hindi,Microsoft SharePoint,Project management software
208,208,Andrew Brunelli,United States of America,New York,9042273313,6847220110,pk0u10rb9r@gmail.com,sxj37udd7h@outlook.com,23-08-1977,PCuecmkLKCGfMICFxDZfJvJIO,#piFIgLb,ZXdecCzYdreiqSWZoQxdxClSxceZdrLQJsTNIUURmFUStweZnlwAjCfHzjsPMgZcQnZVlCTUnjOMGnSnHMfANBjmnqDXtPcAUNjbitfXdCklhyJDfjeVToDEuUKBSGGOjDPnEvBfGPoiAifMeyomrOrpnXjWaRCXGpZeEAjXpHUHPIOPmMegsRmFgDLbZZCJXuRJiuKwZjEzRBCThFAuuKOqXSbVEIDFiuHJTSqHiYlZmxwTMLNhhzZzQb,3.72,itaú unibanco,banking,"sao paulo, sao paulo, brazil",brazil,Dutch,Microsoft SQL Server,Data base user interface and query software
209,209,Makenzie Swann,United States of America,Stockton,7518328535,8711516039,ujpfi0nd03@gmail.com,754dt57cw7@outlook.com,19-05-2011,OyxAobgXcvCIpnHQrYGpsxtqL,#SRbqSlI,KsGrKeCqehTSQVhqewGcxjTUScTVRbfURABFyoVjMYqqfbEDUrfyHhPvWimQsbgvSnwlbgRvGsnjJygFvCizcGyMwlPffDCnlQhGrpEpBWObxQRtVINTLhJyuTCyXLnlnhERTIqucYjNRHPErUIsqynlSeRJhhNTCEANmTGiMuUHajjqQLIwopatrlGzNxLdxIMVDYZIxxEMWsOXwcFOvCOHrhoNqikeKYycMUIGgfidvvcVLvMxUwdpFR,3.68,h&r block,retail,"kansas city, missouri, united states",united states,Swedish,Microsoft Visual Basic,Development environment software
